gpa,english_proficiency,extracurriculars,applied_university_id,applied_major_category,admission_decision
2.93,9,1,39,វេជ្ជសាស្ត្រ,0
2.89,6,3,36,សេដ្ឋកិច្ច,0
2.62,8,5,44,ជលផល,1
3.03,6,1,46,រដ្ឋបាល,1
3.47,6,5,15,សេដ្ឋកិច្ច,1
2.47,5,3,46,ភាសា,1
3.07,7,0,30,បុរាណវិទ្យា,1
3.14,3,2,29,សុខភាព,1
3.67,8,4,9,វិស្វកម្ម,1
3.12,3,3,31,ច្បាប់,0
2.91,10,4,40,សុខភាព,0
3.05,1,0,29,សិល្បៈ,0
2.83,1,4,21,វេជ្ជសាស្ត្រ,1
3.25,10,4,27,សិល្បៈ,1
2.96,10,4,13,ស្ថាបត្យកម្ម,1
3.24,4,1,39,ជលផល,1
3.94,4,5,38,ធុរកិច្ច,1
3.39,10,2,23,ព្រៃឈើ,1
3.04,6,3,43,បច្ចេកវិទ្យា,1
3.59,5,1,20,សុខភាព,1
3.23,4,0,26,បុរាណវិទ្យា,1
3.49,3,3,36,សេដ្ឋកិច្ច,0
3.5,8,4,26,ភាសា,1
2.94,6,4,17,ធុរកិច្ច,1
3.4,3,5,13,បរិស្ថាន,1
3.53,6,3,23,ធុរកិច្ច,1
3.96,1,0,10,អប់រំ,1
3.3,7,2,36,សុខភាព,0
3.21,6,2,47,ព្រៃឈើ,1
2.48,1,2,5,ភាសា,1
2.92,6,5,10,ស្ថាបត្យកម្ម,1
2.79,4,0,15,ស្ថាបត្យកម្ម,1
3.9,3,5,19,ទេសចរណ៍,1
3.38,3,0,33,បុរាណវិទ្យា,1
2.91,7,4,23,រដ្ឋបាល,1
3.26,7,1,9,ទេសចរណ៍,1
3.37,7,5,2,វិស្វកម្ម,1
4.0,1,5,3,បុរាណវិទ្យា,1
3.29,8,1,9,សេដ្ឋកិច្ច,1
3.8,1,3,10,ច្បាប់,1
3.18,3,0,29,កសិកម្ម,1
2.82,10,4,44,វេជ្ជសាស្ត្រ,1
2.64,7,4,20,វិស្វកម្ម,1
4.0,2,0,30,បុរាណវិទ្យា,1
3.03,8,1,20,ព្រៃឈើ,1
2.72,5,5,20,បុរាណវិទ្យា,1
3.36,2,3,17,វិទ្យាសាស្ត្រ,1
2.6,10,2,5,ជលផល,1
3.3,2,1,10,សុខភាព,1
3.22,10,0,30,ទំនាក់ទំនងអន្តរជាតិ,1
2.94,1,1,16,ភាសា,1
2.91,5,5,42,វេជ្ជសាស្ត្រ,1
3.54,1,4,43,សារព័ត៌មាន,1
3.13,6,2,41,បរិស្ថាន,0
2.53,6,1,41,ទំនាក់ទំនងអន្តរជាតិ,1
3.24,8,5,20,ច្បាប់,1
3.16,4,3,31,រដ្ឋបាល,1
3.17,3,3,41,សារព័ត៌មាន,1
3.36,4,0,22,ជលផល,1
2.78,5,5,48,ច្បាប់,1
2.96,8,3,43,អប់រំ,1
3.63,5,1,40,សុខភាព,1
3.53,7,5,3,ទំនាក់ទំនងអន្តរជាតិ,1
3.44,5,1,23,សុខភាព,0
3.0,6,4,47,ធុរកិច្ច,1
3.05,2,1,18,ធុរកិច្ច,1
2.88,10,1,6,ភាសា,1
3.31,8,2,31,សុខភាព,1
3.35,2,0,40,ទេសចរណ៍,1
2.74,7,5,13,ទំនាក់ទំនងអន្តរជាតិ,1
3.23,2,0,10,បរិស្ថាន,1
3.11,9,3,37,រដ្ឋបាល,1
3.83,1,5,41,ធុរកិច្ច,1
3.24,5,0,8,ទេសចរណ៍,1
3.32,6,5,39,ទេសចរណ៍,1
3.57,2,0,2,វិទ្យាសាស្ត្រ,1
3.32,3,2,21,ជលផល,1
3.44,4,2,43,បច្ចេកវិទ្យា,1
2.76,10,3,45,សិល្បៈ,1
2.37,8,1,29,សេដ្ឋកិច្ច,1
3.6,2,2,12,ទេសចរណ៍,1
3.36,7,2,39,ស្ថាបត្យកម្ម,1
3.13,5,4,22,ភាសា,1
3.51,10,1,41,បរិស្ថាន,1
3.43,10,2,28,សិល្បៈ,1
3.17,7,5,17,កសិកម្ម,1
3.82,8,2,38,រដ្ឋបាល,1
2.99,5,3,17,សារព័ត៌មាន,1
3.12,7,1,38,ទេសចរណ៍,1
2.63,7,1,21,ទេសចរណ៍,1
3.22,7,4,24,អប់រំ,1
3.01,6,0,31,បច្ចេកវិទ្យា,1
3.39,3,5,10,សុខភាព,1
2.42,1,3,3,ទេសចរណ៍,1
2.58,3,0,32,រដ្ឋបាល,0
2.81,6,3,13,សារព័ត៌មាន,1
2.98,2,0,42,វេជ្ជសាស្ត្រ,1
3.13,7,2,33,សុខភាព,1
2.84,3,5,3,សុខភាព,1
3.54,2,4,14,ទេសចរណ៍,1
3.81,5,5,3,វេជ្ជសាស្ត្រ,1
3.11,2,1,46,ទេសចរណ៍,1
2.98,5,1,5,បច្ចេកវិទ្យា,1
3.71,8,3,16,ទេសចរណ៍,1
2.98,5,0,15,អប់រំ,0
3.43,4,2,46,ធុរកិច្ច,1
3.17,2,5,37,វេជ្ជសាស្ត្រ,1
2.9,5,1,34,ព្រៃឈើ,0
3.4,7,4,10,វិស្វកម្ម,0
3.23,1,4,31,ធុរកិច្ច,1
2.92,7,3,16,ច្បាប់,0
3.79,4,3,21,ជលផល,1
3.08,10,1,9,ព្រៃឈើ,1
3.31,5,5,33,ទំនាក់ទំនងអន្តរជាតិ,1
3.5,1,4,32,វេជ្ជសាស្ត្រ,1
2.37,4,4,24,សារព័ត៌មាន,0
2.62,7,3,31,ស្ថាបត្យកម្ម,1
3.15,7,1,31,អប់រំ,0
2.66,8,3,8,កសិកម្ម,1
2.93,4,3,22,សិល្បៈ,1
2.9,7,5,38,វេជ្ជសាស្ត្រ,1
3.16,6,2,36,ច្បាប់,0
3.31,10,5,17,វិស្វកម្ម,1
3.61,6,1,48,បរិស្ថាន,1
3.6,9,1,35,កសិកម្ម,1
3.68,4,2,46,សារព័ត៌មាន,1
3.32,1,5,1,វិទ្យាសាស្ត្រ,1
3.37,2,0,43,វិស្វកម្ម,1
2.65,6,0,17,ភាសា,1
3.71,5,1,25,សេដ្ឋកិច្ច,1
3.45,5,3,38,សុខភាព,1
3.3,4,0,46,ជលផល,1
2.96,7,4,37,ទំនាក់ទំនងអន្តរជាតិ,1
2.66,2,2,36,កសិកម្ម,0
3.23,1,0,37,ជលផល,0
2.72,10,4,19,សារព័ត៌មាន,1
2.62,5,5,39,សេដ្ឋកិច្ច,1
3.2,8,2,46,សុខភាព,1
3.08,9,0,46,បច្ចេកវិទ្យា,1
2.58,5,2,15,ទំនាក់ទំនងអន្តរជាតិ,1
3.62,2,4,10,ទេសចរណ៍,1
3.0,3,4,34,សុខភាព,1
3.33,10,1,9,ទេសចរណ៍,1
3.27,8,2,35,អប់រំ,1
3.81,10,5,37,សិល្បៈ,1
3.43,10,5,6,សុខភាព,1
3.47,5,0,34,បុរាណវិទ្យា,0
2.58,1,5,38,រដ្ឋបាល,1
2.6,3,5,3,សុខភាព,1
4.0,8,5,20,ព្រៃឈើ,1
3.2,4,2,6,កសិកម្ម,1
2.92,8,1,46,ភាសា,1
2.88,7,1,19,ទំនាក់ទំនងអន្តរជាតិ,1
3.73,7,4,29,បច្ចេកវិទ្យា,1
3.28,10,0,45,បរិស្ថាន,1
2.97,2,5,36,វេជ្ជសាស្ត្រ,0
3.14,7,1,20,បច្ចេកវិទ្យា,1
2.88,3,3,16,សុខភាព,1
2.9,2,3,25,បច្ចេកវិទ្យា,1
3.09,3,5,8,ទំនាក់ទំនងអន្តរជាតិ,1
3.88,8,5,5,ព្រៃឈើ,1
2.26,1,3,15,វិទ្យាសាស្ត្រ,1
2.73,9,4,24,ច្បាប់,0
3.22,10,3,29,សារព័ត៌មាន,0
3.2,7,4,41,ទំនាក់ទំនងអន្តរជាតិ,1
3.16,1,1,17,ទេសចរណ៍,1
2.72,10,2,2,ភាសា,1
3.21,5,1,35,សេដ្ឋកិច្ច,0
2.75,4,0,47,ព្រៃឈើ,0
2.68,7,3,17,ស្ថាបត្យកម្ម,1
3.42,6,0,3,ជលផល,0
3.43,4,2,18,សុខភាព,1
3.24,4,5,35,សិល្បៈ,1
3.53,3,0,12,បរិស្ថាន,1
3.28,9,0,17,ជលផល,1
2.94,3,4,21,សិល្បៈ,1
2.79,3,5,28,កសិកម្ម,0
3.74,1,1,3,សេដ្ឋកិច្ច,1
2.82,4,1,21,សិល្បៈ,1
3.04,6,2,33,ព្រៃឈើ,1
2.69,5,2,5,វិស្វកម្ម,1
3.22,6,0,2,វិស្វកម្ម,1
3.09,3,0,7,ធុរកិច្ច,1
3.42,9,4,32,អប់រំ,1
2.99,10,2,34,សារព័ត៌មាន,1
2.83,8,5,43,កសិកម្ម,1
3.91,5,5,43,ទំនាក់ទំនងអន្តរជាតិ,1
3.67,4,1,13,ជលផល,1
2.94,7,0,38,ធុរកិច្ច,0
3.15,3,4,18,បុរាណវិទ្យា,1
3.36,3,4,33,សុខភាព,1
3.71,4,4,35,ព្រៃឈើ,1
3.59,9,5,6,ធុរកិច្ច,1
2.63,3,5,34,វេជ្ជសាស្ត្រ,1
3.46,8,3,48,សេដ្ឋកិច្ច,1
3.3,1,0,41,ច្បាប់,1
2.52,9,5,32,អប់រំ,1
3.3,9,3,11,ជលផល,0
3.05,9,4,35,រដ្ឋបាល,1
3.17,10,4,46,ស្ថាបត្យកម្ម,0
3.98,5,4,30,ទំនាក់ទំនងអន្តរជាតិ,1
2.84,4,5,30,វិស្វកម្ម,1
3.51,5,5,35,រដ្ឋបាល,1
3.51,2,4,23,សុខភាព,1
3.5,4,2,47,ព្រៃឈើ,1
3.13,2,5,11,បុរាណវិទ្យា,1
3.26,7,2,20,សិល្បៈ,0
4.0,3,2,48,ធុរកិច្ច,1
3.55,9,5,28,ធុរកិច្ច,1
3.07,9,4,39,បរិស្ថាន,1
3.0,2,1,12,ទេសចរណ៍,1
2.66,7,1,32,ទំនាក់ទំនងអន្តរជាតិ,1
2.94,4,3,43,កសិកម្ម,0
3.39,5,0,21,ទេសចរណ៍,1
2.31,7,1,37,ស្ថាបត្យកម្ម,1
2.38,8,0,1,វេជ្ជសាស្ត្រ,1
3.22,5,4,26,សារព័ត៌មាន,1
3.53,4,4,17,សារព័ត៌មាន,1
2.89,10,2,48,ធុរកិច្ច,1
3.43,7,3,28,បរិស្ថាន,0
3.56,9,3,11,ធុរកិច្ច,1
2.9,1,0,16,ធុរកិច្ច,0
2.91,8,1,27,ទេសចរណ៍,1
2.56,6,2,36,បុរាណវិទ្យា,0
3.86,6,2,28,សេដ្ឋកិច្ច,0
3.19,3,3,37,ធុរកិច្ច,1
3.01,10,3,18,បុរាណវិទ្យា,1
3.15,2,0,11,បុរាណវិទ្យា,1
2.76,7,2,44,ទំនាក់ទំនងអន្តរជាតិ,0
3.51,9,4,42,វិស្វកម្ម,1
2.78,3,4,25,សិល្បៈ,1
3.65,7,2,9,សេដ្ឋកិច្ច,1
3.45,6,2,36,ជលផល,0
3.03,2,0,43,សិល្បៈ,1
2.69,6,4,3,អប់រំ,1
3.55,8,1,12,កសិកម្ម,1
2.51,7,1,8,ភាសា,0
3.58,9,0,10,ស្ថាបត្យកម្ម,1
3.17,10,3,34,បុរាណវិទ្យា,1
3.67,5,5,24,អប់រំ,1
3.33,2,2,30,សារព័ត៌មាន,1
3.06,5,5,32,សុខភាព,1
3.29,5,4,22,អប់រំ,1
3.29,9,2,27,សុខភាព,1
3.48,1,1,15,ធុរកិច្ច,1
3.13,10,5,5,សារព័ត៌មាន,1
2.95,6,3,3,បច្ចេកវិទ្យា,1
3.5,3,2,44,ធុរកិច្ច,1
2.56,9,3,36,ព្រៃឈើ,0
3.23,10,4,43,វិទ្យាសាស្ត្រ,1
3.08,3,4,48,ទេសចរណ៍,1
3.88,9,5,40,ទំនាក់ទំនងអន្តរជាតិ,1
3.77,2,5,43,អប់រំ,1
2.83,6,3,27,សុខភាព,1
3.59,8,5,11,សិល្បៈ,1
3.51,10,1,12,ព្រៃឈើ,1
2.75,2,0,6,ភាសា,1
3.0,9,1,16,ភាសា,1
3.29,4,5,27,សុខភាព,1
2.89,5,2,28,ទេសចរណ៍,0
3.16,1,0,25,វេជ្ជសាស្ត្រ,1
3.37,6,1,32,អប់រំ,1
2.83,10,3,3,អប់រំ,1
3.48,6,2,20,បច្ចេកវិទ្យា,1
3.03,6,3,44,ស្ថាបត្យកម្ម,1
2.94,6,4,31,វេជ្ជសាស្ត្រ,1
2.48,4,4,47,វិទ្យាសាស្ត្រ,1
2.74,4,5,36,វិស្វកម្ម,0
3.44,9,3,17,វិទ្យាសាស្ត្រ,1
3.7,6,1,23,កសិកម្ម,1
3.34,8,3,26,បរិស្ថាន,1
4.0,7,4,21,ភាសា,1
3.43,4,2,1,រដ្ឋបាល,0
3.72,10,5,9,ភាសា,1
4.0,9,5,41,ជលផល,1
3.36,4,3,12,ជលផល,1
2.93,9,2,36,អប់រំ,0
3.19,10,4,46,សិល្បៈ,1
3.64,9,4,26,ធុរកិច្ច,1
2.79,6,5,35,វេជ្ជសាស្ត្រ,1
2.84,8,0,2,ធុរកិច្ច,1
3.19,6,3,10,វិស្វកម្ម,0
3.44,1,0,32,ព្រៃឈើ,1
3.0,10,1,45,ទេសចរណ៍,1
3.19,3,1,16,សេដ្ឋកិច្ច,1
3.32,6,3,37,សារព័ត៌មាន,1
2.79,6,1,35,បរិស្ថាន,1
3.46,4,4,35,ទំនាក់ទំនងអន្តរជាតិ,1
3.12,8,0,47,រដ្ឋបាល,1
3.3,2,2,26,វិស្វកម្ម,1
3.31,6,1,19,បរិស្ថាន,1
3.86,10,2,24,វេជ្ជសាស្ត្រ,1
3.42,10,0,7,សេដ្ឋកិច្ច,1
3.1,4,3,10,ទេសចរណ៍,1
2.83,1,5,37,សារព័ត៌មាន,1
3.36,8,5,12,សេដ្ឋកិច្ច,1
3.72,9,2,40,សេដ្ឋកិច្ច,1
3.22,1,5,21,សារព័ត៌មាន,1
3.16,7,5,33,សារព័ត៌មាន,1
3.65,9,1,22,បច្ចេកវិទ្យា,1
2.75,7,1,25,កសិកម្ម,1
3.29,6,0,42,សេដ្ឋកិច្ច,1
3.46,5,1,20,អប់រំ,1
3.15,10,1,6,បច្ចេកវិទ្យា,1
3.17,7,4,11,វិទ្យាសាស្ត្រ,1
2.72,8,2,44,រដ្ឋបាល,0
3.59,4,3,16,បុរាណវិទ្យា,1
3.68,6,0,45,ទំនាក់ទំនងអន្តរជាតិ,1
3.51,2,3,5,សារព័ត៌មាន,1
3.02,10,1,22,ជលផល,1
3.05,3,0,44,បច្ចេកវិទ្យា,1
2.79,2,0,22,សារព័ត៌មាន,1
3.9,6,4,29,ច្បាប់,1
3.19,1,2,16,វិស្វកម្ម,1
3.79,2,5,3,ភាសា,1
3.65,10,3,27,ធុរកិច្ច,1
3.88,10,5,24,រដ្ឋបាល,1
3.13,3,5,5,សុខភាព,1
3.78,4,0,40,បច្ចេកវិទ្យា,1
3.35,9,2,17,សេដ្ឋកិច្ច,1
2.93,4,0,41,អប់រំ,1
3.43,5,2,21,វិទ្យាសាស្ត្រ,1
3.21,10,1,37,ទេសចរណ៍,1
2.7,10,1,16,សេដ្ឋកិច្ច,0
3.58,1,1,13,ទេសចរណ៍,1
3.55,5,2,1,សារព័ត៌មាន,1
2.84,3,4,6,វេជ្ជសាស្ត្រ,1
3.77,4,3,9,វេជ្ជសាស្ត្រ,1
3.47,4,2,25,បុរាណវិទ្យា,1
2.67,5,2,16,វេជ្ជសាស្ត្រ,1
3.73,8,1,28,ធុរកិច្ច,1
2.74,4,1,11,ព្រៃឈើ,1
2.83,6,3,31,ធុរកិច្ច,1
3.61,3,5,4,សារព័ត៌មាន,1
3.16,2,1,6,ធុរកិច្ច,1
3.04,5,0,23,ទំនាក់ទំនងអន្តរជាតិ,0
3.52,4,2,46,ស្ថាបត្យកម្ម,1
3.63,9,1,47,កសិកម្ម,1
3.23,3,5,37,ធុរកិច្ច,1
2.49,3,2,19,ព្រៃឈើ,0
3.22,10,4,44,សារព័ត៌មាន,1
3.26,9,5,43,វិទ្យាសាស្ត្រ,1
3.66,8,4,41,កសិកម្ម,1
3.06,1,0,17,បុរាណវិទ្យា,1
3.66,6,4,33,ទំនាក់ទំនងអន្តរជាតិ,1
3.73,5,5,19,បច្ចេកវិទ្យា,1
3.25,1,5,45,វិទ្យាសាស្ត្រ,1
2.65,7,4,13,វិទ្យាសាស្ត្រ,0
3.11,7,3,38,រដ្ឋបាល,1
2.93,4,5,44,ទេសចរណ៍,1
3.22,3,4,46,បុរាណវិទ្យា,1
3.27,2,4,15,ច្បាប់,1
2.79,1,1,6,ភាសា,0
3.27,7,4,15,រដ្ឋបាល,1
3.37,5,2,8,សារព័ត៌មាន,1
3.52,5,4,46,ភាសា,1
3.19,8,3,47,រដ្ឋបាល,1
3.35,2,3,13,កសិកម្ម,0
3.44,2,4,22,អប់រំ,1
2.71,1,5,7,ភាសា,1
2.71,2,3,22,កសិកម្ម,0
3.64,5,2,35,កសិកម្ម,1
2.9,10,4,42,បរិស្ថាន,1
3.16,2,1,45,ធុរកិច្ច,1
2.71,9,5,33,វិស្វកម្ម,1
3.55,8,2,48,បច្ចេកវិទ្យា,1
3.95,8,5,40,ធុរកិច្ច,1
3.24,8,1,26,បរិស្ថាន,1
3.59,2,5,15,វិស្វកម្ម,1
3.68,9,4,11,សេដ្ឋកិច្ច,1
2.61,2,5,8,សារព័ត៌មាន,1
3.36,6,3,26,រដ្ឋបាល,1
3.29,5,1,29,រដ្ឋបាល,1
2.78,4,0,8,ទេសចរណ៍,1
2.99,5,2,19,រដ្ឋបាល,1
3.39,5,3,48,ទេសចរណ៍,1
3.21,1,0,48,ព្រៃឈើ,1
3.51,8,0,21,ធុរកិច្ច,1
2.7,5,5,20,ធុរកិច្ច,1
3.08,7,2,12,បច្ចេកវិទ្យា,1
3.23,8,1,41,អប់រំ,1
2.94,7,1,39,ភាសា,1
3.36,7,3,6,ព្រៃឈើ,1
3.13,10,2,47,ស្ថាបត្យកម្ម,1
3.35,1,4,32,បុរាណវិទ្យា,1
3.6,3,5,9,សិល្បៈ,1
2.14,1,1,25,ជលផល,1
3.25,4,5,45,រដ្ឋបាល,1
2.62,9,3,32,វិស្វកម្ម,0
3.44,7,1,37,សិល្បៈ,1
2.93,7,5,23,សារព័ត៌មាន,1
3.56,6,0,33,វិស្វកម្ម,1
3.23,4,2,44,ស្ថាបត្យកម្ម,1
3.55,7,2,29,កសិកម្ម,1
3.96,5,5,21,ទំនាក់ទំនងអន្តរជាតិ,1
2.77,1,2,43,សិល្បៈ,1
3.12,4,3,39,ស្ថាបត្យកម្ម,1
3.36,9,5,41,សុខភាព,1
3.64,9,4,42,អប់រំ,1
3.04,4,1,6,សុខភាព,1
3.23,3,2,40,បច្ចេកវិទ្យា,1
2.98,6,4,12,ស្ថាបត្យកម្ម,1
3.23,1,4,20,បុរាណវិទ្យា,1
2.82,6,1,28,សារព័ត៌មាន,0
2.89,10,0,46,ទំនាក់ទំនងអន្តរជាតិ,1
4.0,1,3,27,កសិកម្ម,1
3.43,4,0,20,វិទ្យាសាស្ត្រ,1
2.76,1,2,28,ច្បាប់,0
2.87,10,0,26,សិល្បៈ,1
2.97,5,1,19,វិទ្យាសាស្ត្រ,0
3.03,2,4,44,ច្បាប់,0
3.43,6,4,29,ច្បាប់,1
4.0,7,4,22,ស្ថាបត្យកម្ម,1
3.11,9,2,22,ធុរកិច្ច,0
2.7,3,4,26,ទេសចរណ៍,1
3.03,7,2,6,រដ្ឋបាល,1
2.86,9,1,1,ទំនាក់ទំនងអន្តរជាតិ,1
3.57,7,3,42,វិស្វកម្ម,1
2.99,9,2,28,សុខភាព,0
3.54,9,0,18,វេជ្ជសាស្ត្រ,1
3.09,5,4,42,វេជ្ជសាស្ត្រ,1
3.04,2,0,43,អប់រំ,1
2.67,6,1,1,ភាសា,0
3.5,2,3,36,សារព័ត៌មាន,0
2.5,7,1,48,សារព័ត៌មាន,1
3.12,7,3,37,ព្រៃឈើ,1
2.98,9,5,1,វិទ្យាសាស្ត្រ,1
3.32,10,5,13,ទេសចរណ៍,1
3.32,6,1,10,ច្បាប់,1
2.66,3,4,2,ស្ថាបត្យកម្ម,1
3.33,1,5,27,បច្ចេកវិទ្យា,0
3.27,2,5,27,វិទ្យាសាស្ត្រ,1
3.23,6,4,3,ស្ថាបត្យកម្ម,1
3.36,2,0,19,ព្រៃឈើ,0
2.83,3,2,12,បុរាណវិទ្យា,1
3.44,10,4,27,ជលផល,1
3.92,1,3,10,សុខភាព,1
3.18,2,0,9,ស្ថាបត្យកម្ម,1
2.85,10,5,47,បុរាណវិទ្យា,1
3.2,3,1,8,សារព័ត៌មាន,0
4.0,6,0,27,សេដ្ឋកិច្ច,1
3.65,5,3,18,វិទ្យាសាស្ត្រ,1
3.59,5,3,37,ស្ថាបត្យកម្ម,1
3.23,5,0,46,សេដ្ឋកិច្ច,1
2.97,7,1,29,បុរាណវិទ្យា,0
3.01,6,5,2,សេដ្ឋកិច្ច,1
3.86,7,3,5,ភាសា,1
3.06,5,5,47,បច្ចេកវិទ្យា,1
2.57,4,0,4,ព្រៃឈើ,1
2.41,8,2,48,រដ្ឋបាល,1
3.06,7,4,16,ស្ថាបត្យកម្ម,1
3.76,1,3,46,សារព័ត៌មាន,1
3.04,7,2,47,សិល្បៈ,1
3.7,3,0,46,វិទ្យាសាស្ត្រ,1
3.16,3,1,30,វិទ្យាសាស្ត្រ,1
3.58,5,0,25,ភាសា,0
3.34,4,3,2,វិទ្យាសាស្ត្រ,1
2.95,1,1,44,សារព័ត៌មាន,1
2.77,8,0,5,វិស្វកម្ម,0
3.45,6,2,15,វិស្វកម្ម,1
2.91,8,2,31,ជលផល,0
3.04,3,2,40,ស្ថាបត្យកម្ម,1
3.07,6,0,32,សារព័ត៌មាន,0
2.81,1,1,34,សារព័ត៌មាន,0
2.87,8,5,8,វិទ្យាសាស្ត្រ,1
3.12,10,1,31,បរិស្ថាន,0
2.45,4,3,13,រដ្ឋបាល,0
3.46,5,1,23,អប់រំ,1
3.04,4,4,26,សុខភាព,1
3.69,10,0,12,ភាសា,1
3.02,3,2,4,ភាសា,1
3.12,6,0,12,កសិកម្ម,1
3.32,10,5,12,រដ្ឋបាល,1
3.07,1,3,15,សារព័ត៌មាន,1
3.13,1,3,26,វិស្វកម្ម,1
3.67,6,4,6,រដ្ឋបាល,1
3.19,1,1,47,ធុរកិច្ច,1
2.91,7,0,44,ភាសា,0
3.57,6,4,13,រដ្ឋបាល,1
3.38,7,2,7,ភាសា,1
3.31,5,0,18,អប់រំ,1
3.49,2,1,11,សេដ្ឋកិច្ច,1
2.99,1,2,6,សុខភាព,1
4.0,5,5,24,ព្រៃឈើ,1
3.76,1,3,25,ច្បាប់,1
2.88,7,1,29,ស្ថាបត្យកម្ម,1
2.92,4,1,37,ធុរកិច្ច,0
3.18,9,2,42,វិទ្យាសាស្ត្រ,1
2.93,2,2,12,ជលផល,1
3.62,6,4,22,ព្រៃឈើ,1
3.02,9,2,13,សេដ្ឋកិច្ច,0
3.47,4,0,21,ធុរកិច្ច,1
3.47,2,4,39,ទំនាក់ទំនងអន្តរជាតិ,1
3.52,8,4,46,កសិកម្ម,1
3.07,3,2,38,ធុរកិច្ច,1
3.47,2,3,46,បច្ចេកវិទ្យា,1
3.52,1,0,45,កសិកម្ម,1
3.26,3,4,38,វិទ្យាសាស្ត្រ,1
2.62,4,5,9,បុរាណវិទ្យា,1
3.57,5,4,5,បុរាណវិទ្យា,1
2.76,9,2,5,វេជ្ជសាស្ត្រ,1
3.61,9,4,1,វិទ្យាសាស្ត្រ,1
2.92,7,3,24,ភាសា,1
3.32,2,0,37,ភាសា,1
3.82,9,5,40,ភាសា,1
2.28,9,3,29,វេជ្ជសាស្ត្រ,1
3.06,8,0,2,សេដ្ឋកិច្ច,1
3.89,10,4,26,បច្ចេកវិទ្យា,1
2.61,3,0,4,បរិស្ថាន,0
2.68,1,0,21,កសិកម្ម,1
2.62,4,0,5,បុរាណវិទ្យា,1
2.94,9,5,34,បរិស្ថាន,1
2.53,2,2,46,ធុរកិច្ច,1
